Timestamp,TZ,S5T5 SECTION,SSS5P (mm),SSS5F (mm),SST5P (mm),SST5F (mm),TMS5S (degree),TMS5E (degree),TMT5E (degree),TMT5S (degree),SGS5T5NW-CAL (uStrain),SGS5T5NE-CAL (uStrain),SGS5T5M-CAL (uStrain),SGS5T5SW-CAL (uStrain),SGS5T5SE-CAL (uStrain),X10-Z10 SECTION,SSX10P (mm),SSX10F (mm),SSZ10P (mm),SSZ10F (mm),TMX10E (degree),TMX10S (degree),TMZ10S (degree),TMZ10E (degree),SGX10Z10NW-CAL (uStrain),SGX10Z10NE-CAL (uStrain),SGX10Z10M-CAL (uStrain),SGX10Z10SW-CAL (uStrain),SGX10Z10SE-CAL (uStrain),X11-Z11 SECTION,SSX11P (mm),SSX11F (mm),SSZ11P (mm),SSZ11F (mm),TMX11S (degree),TMX11E (degree),TMZ11S (degree),TMZ11E (degree),SGX11Z11NW-CAL (uStrain),SGX11Z11NE-CAL (uStrain),SGX11Z11M-CAL (uStrain),SGX11Z11SW-CAL (uStrain),SGX11Z11SE-CAL (uStrain),Z2-ZC2 SECTION,SSZ2P (mm),SSZ2F (mm),SSZC2P (mm),SSZC2F (mm),TMZ2S (degree),TMZ2E (degree),TMZC2E (degree),TMZC2S (degree),SGZ2ZC2NW-CAL (uStrain),SGZ2ZC2NE-CAL (uStrain),SGZ2ZC2M-CAL (uStrain),SGZ2ZC2SW-CAL (uStrain),SGZ2ZC2SE-CAL (uStrain),X4-Z4 SECTION,SSX4P (mm),SSX4F (mm),SSZ4P (mm),SSZ4F (mm),TMX4E (degree),TMX4S (degree),TMZ4E (degree),TMZ4S (degree),SGX4Z4NW-CAL (uStrain),SGX4Z4NE-CAL (uStrain),SGX4Z4M-CAL (uStrain),SGX4Z4SW-CAL (uStrain),SGX4Z4SE-CAL (uStrain),V13-X13 SECTION,SSV13P (mm),SSV13F (mm),SSX13P (mm),SSX13F (mm),TMV13S (degree),TMV13E (degree),TMX13E (degree),TMX13S (degree),SGV13X13NW-CAL (uStrain),SGV13X13NE-CAL (uStrain),SGV13X13M-CAL (uStrain),SGV13X13SW-CAL (uStrain),SGV13X13SE-CAL (uStrain),S15-T15 SECTION,SSS15P (mm),SSS15F (mm),SST15P (mm),SST15F (mm),TMS15S (degree),TMS15E (degree),TMT15S (degree),TMT15E (degree),SGS15T15NW-CAL (uStrain),SGS15T15NE-CAL (uStrain),SGS15T15M-CAL (uStrain),SGS15T15SW-CAL (uStrain),SGS15T15SE-CAL (uStrain),S4-T4 SECTION,SSS4P (mm),SSS4F (mm),SST4P (mm),SST4F (mm),TMS4E (degree),TMS4S (degree),TMT4E (degree),TMT4S (degree),SGS4T4NW-CAL (uStrain),SGS4T4NE-CAL (uStrain),SGS4T4M-CAL (uStrain),SGS4T4SW-CAL (uStrain),SGS4T4SE-CAL (uStrain),X21-V21 SECTION,SSV21P (mm),SSV21F (mm),SSX21P (mm),SSX21F (mm),TMV21E (degree),TMV21S (degree),TMX21E (degree),TMX21S (degree),SGV21X21NW-CAL (uStrain),SGV21X21NE-CAL (uStrain),SGV21X21M-CAL (uStrain),SGV21X21SW-CAL (uStrain),SGV21X21SE-CAL (uStrain),X22-V22 SECTION,SSV22P (mm),SSV22F (mm),SSX22P (mm),SSX22F (mm),TMV22E (degree),TMV22S (degree),TMX22E (degree),TMX22S (degree),SGV22X22NW-CAL (uStrain),SGV22X22NE-CAL (uStrain),SGV22X22M-CAL (uStrain),SGV22X22SW-CAL (uStrain),SGV22X22SE-CAL (uStrain),Temperature Sensor (degC)
06-03-2024 08:00,n,0,-0.873886,-1.527176,-9.591096,-1.619949,0.007404,-0.041207,-0.00133,-0.024341,-13.901268,0.192724,82.038552,5.43673,1.574855,0,0.431433,-0.102488,-0.063922,-0.092579,0.034488,-0.014976,-0.059031,0.053989,3.138606,-4.514075,-9.083426,3.528865,-1.774982,0,0.089919,0.045309,0.164112,-0.147423,-0.03463,1.361378,-0.041199,-0.001649,-3.389073,4.12579,31.122514,0.508336,-1.966718,0,-0.055779,-0.335148,0.142195,-0.059923,-0.013026,-0.047896,0.002933,-0.026005,4.866456,-46.360264,-5.153444,7.325224,0.124616,0,-0.2351,-0.317762,-0.095959,-0.197964,-0.011282,0.017621,0.003703,-0.168119,0.139916,7.013066,-6.590357,1.477383,53.93546,0,0.162193,0.051207,0.096466,0.05044,0.005265,0.059607,-0.02463,0.00345,-0.023443,-3.116644,3.007574,-7.867614,-11.675448,0,-0.353714,-0.024101,-0.189095,5.600012,-0.056514,-0.045811,-0.031208,-0.029209,-1.06874,6.828732,-1.391509,-4.769477,18.900236,0,-0.337955,0.184603,-0.454835,0.116007,0.028973,0.13171,-0.018956,-0.021174,-3.945035,8.451954,2.038034,-2.799304,-6.314967,0,-0.164038,-0.238277,0.012054,0.046806,-0.01122,-0.004546,-0.049368,-0.033623,5.438951,-18.864702,-11.459774,-0.797051,0.854054,0,-0.135539,0.164766,-0.261365,0.133501,-0.025245,-0.029757,-0.048803,-0.005751,8.461824,-4.733943,1.847511,-4.839273,7.41037,26.266242
06-03-2024 09:00,n,0,-0.880923,-1.555592,-9.591702,-1.641533,0.000642,-0.03545,-0.001513,-0.023969,-13.25277,0.533753,79.22568,5.647961,0.866392,0,0.43975,-0.08824,-0.053807,-0.073593,0.022251,0.00469,-0.046354,0.067667,2.760315,-4.066443,-8.731292,3.421399,-2.288994,0,0.082011,0.034988,0.158752,-0.142616,-0.026665,1.361378,-0.035028,-0.025331,-1.842842,2.997333,27.502962,-0.164839,-1.784112,0,-0.051023,-0.32567,0.154341,-0.068256,-0.013569,-0.04139,0.002239,-0.044908,3.652618,-38.944968,-4.739619,8.458862,-0.549053,0,-0.227986,-0.309376,-0.082386,-0.193665,-0.017324,0.005926,-0.020858,-0.161882,-0.803344,6.069806,-6.596526,1.213098,52.506688,0,0.155369,0.060751,0.122963,0.054001,-0.013272,0.059607,-0.030392,-0.008861,-0.059224,-3.385125,2.836689,-7.606536,-11.662122,0,-0.346107,-0.039118,-0.181988,5.638502,-0.055195,-0.051861,-0.019642,-0.028636,-1.428277,6.749027,-2.009162,-4.604144,18.37438,0,-0.334964,0.156563,-0.447105,0.106514,0.029718,0.13207,-0.024913,-0.0224,-4.267557,7.548053,2.22027,-1.161277,-6.467222,0,-0.161652,-0.233471,0.016518,0.047976,-0.029573,0.001643,-0.056161,-0.044713,5.348388,-19.070506,-11.641394,-0.944123,0.653928,0,-0.140295,0.124172,-0.254258,0.09569,-0.017598,-0.028487,-0.048803,-0.018519,7.839976,-4.082729,1.26299,-4.877944,7.155045,26.346964
06-03-2024 10:00,n,0,-0.868024,-1.539202,-9.571712,-1.620556,0.006306,-0.042506,-0.007129,-0.012078,-13.158998,-0.107096,74.915432,5.276086,0.552507,0,0.442118,-0.078764,-0.051438,-0.064051,0.027574,-0.007481,-0.052872,0.054355,3.276548,-4.412902,-8.939562,3.402028,-2.156974,0,0.091929,0.039545,0.15519,-0.12958,-0.0333,1.354406,-0.035028,-0.000734,-2.73095,4.125173,31.154346,0.166073,-1.665171,0,-0.044522,-0.31381,0.167394,-0.084824,-0.007942,-0.04139,-0.011202,-0.045104,2.705533,-30.013058,-4.499022,9.288734,-2.536499,0,-0.236238,-0.320585,-0.091845,-0.197668,-0.012197,0.005371,-0.009402,-0.154691,-1.268373,5.604777,-6.135322,0.586314,55.086864,0,0.164409,0.067877,0.121693,0.06472,-0.019894,0.053321,-0.025174,-0.009417,-0.570521,-2.986105,3.179569,-7.804935,-11.835844,0,-0.33964,-0.034559,-0.168379,5.636185,-0.048805,-0.044671,-0.012569,-0.040299,-1.193603,5.784669,-1.666899,-4.372679,18.243348,0,-0.332596,0.147419,-0.441157,0.127127,0.029718,0.126065,0.00594,-0.028876,-4.723579,7.749413,2.284552,-1.717979,-5.965794,0,-0.162256,-0.236166,0.016439,0.04887,-0.022718,-0.010931,-0.049557,-0.021472,5.195024,-19.447562,-10.71405,-1.281205,0.371135,0,-0.138514,0.165081,-0.242449,0.1474,-0.018531,-0.02994,-0.043261,-0.001014,7.092771,-4.088405,2.215625,-3.845242,6.455504,26.616214
06-03-2024 11:00,n,0,-0.809441,-1.500288,-9.495946,-1.599978,0.006306,-0.029701,-0.00133,-0.006226,-13.123958,0.826417,75.776144,5.035737,1.117353,0,0.446285,-0.070431,-0.044886,-0.047417,0.03289,-0.008793,-0.034757,0.054172,3.042861,-4.201917,-9.310944,3.496169,-2.730456,0,0.085275,0.028841,0.15341,-0.122385,-0.039714,1.354939,-0.047381,-0.008076,-2.940947,4.483599,35.191916,0.102654,-2.360802,0,-0.039784,-0.322145,0.166139,-0.078943,-0.019929,-0.04139,-0.004666,-0.038548,2.622867,-25.440252,-4.438565,9.413844,-4.15133,0,-0.215806,-0.305433,-0.066442,-0.193146,-0.023909,0.016693,-0.015316,-0.167558,-0.235784,6.637366,-5.673871,-0.039482,55.6564,0,0.174103,0.073826,0.138094,0.073055,-0.002115,0.029102,-0.025711,-0.008678,-0.165333,-2.926388,2.923797,-7.266494,-11.683836,0,-0.350186,-0.027613,-0.160667,5.629166,-0.050123,-0.038964,-0.025618,-0.022141,-1.105755,5.211187,-1.456408,-4.242634,18.213736,0,-0.327234,0.177441,-0.435226,0.131477,0.029718,0.144082,-0.025469,-0.024323,-5.562087,7.704502,1.190272,-2.161169,-5.735563,0,-0.161652,-0.235367,0.027797,0.050966,-0.034395,-0.017492,-0.050106,-0.040057,5.123955,-19.991926,-10.70714,-1.379664,0.658123,0,-0.137338,0.161289,-0.234773,0.13047,-0.012,-0.059195,-0.061901,-0.007026,6.683635,-3.979088,1.636062,-4.120893,7.082413,27.078522
06-03-2024 12:00,n,0,-0.848128,-1.537735,-9.555852,-1.630301,0.0144,-0.032283,-0.016869,-0.028459,-12.540606,-0.489335,75.670536,4.748749,1.504034,0,0.439051,-0.084864,-0.050982,-0.065523,0.016582,0.001481,-0.051139,0.058072,3.43127,-4.028195,-8.135353,3.610668,-3.075187,0,0.106878,0.037155,0.13789,-0.138039,-0.043932,0.003119,-0.02567,-0.023812,-3.219545,4.578481,41.795108,-0.157436,-3.623253,0,-0.048752,-0.337727,0.172302,-0.094517,-0.017658,-0.025044,-0.013672,-0.046421,1.655054,-21.034508,-4.171318,11.586118,-4.515803,0,-0.228147,-0.305687,-0.067695,-0.196516,-0.021815,0.021173,-0.012696,-0.170628,-0.95128,5.92187,-4.982188,0.012585,55.433324,0,0.177154,0.05102,0.126358,0.053841,0.008048,0.043947,-0.021646,-0.00607,0.163605,-2.894062,3.086292,-7.29117,-12.108274,0,-0.346066,-0.04562,-0.163163,5.650236,-0.058992,-0.035417,-0.027309,-0.018998,-0.892796,4.664109,-1.393236,-4.031649,18.16068,0,-0.339245,0.169622,-0.441233,0.10552,0.020782,-0.004952,-0.022698,-0.027441,-5.141599,7.340523,1.011244,-2.161169,-5.962587,0,-0.173714,-0.23559,0.016441,0.049515,-0.038667,-0.026353,-0.053726,-0.031535,4.895944,-19.505798,-11.028428,-1.483552,0.194698,0,-0.150537,0.146624,-0.239573,0.11688,-0.028053,-0.033327,-0.065209,-0.003316,6.547173,-4.450903,0.89562,-3.410446,6.526152,0
06-03-2024 13:00,n,0,-0.892082,-1.551479,-9.576428,-1.65365,-0.003697,-0.0321,-0.01088,-0.021696,-12.94678,0.463425,75.034368,5.378987,1.277503,0,0.439051,-0.082546,-0.050378,-0.058365,0.022436,-0.012001,-0.026511,0.044944,3.731336,-4.121965,-8.479344,3.904318,-2.715404,0,0.090219,0.024551,0.132565,-0.135687,-0.036578,-0.002954,-0.032598,-0.011513,-2.514537,4.929504,47.570892,0.105615,-2.12218,0,-0.045778,-0.33057,0.168224,-0.076777,-0.018025,-0.026716,-0.003064,-0.035745,1.238021,-18.625588,-4.374406,11.413382,-4.974046,0,-0.228109,-0.312523,-0.083032,-0.19051,-0.020716,0.027105,-0.012336,-0.164018,-0.373726,6.499424,-4.449176,0.013572,59.524688,0,0.182061,0.053406,0.133291,0.058578,-0.00917,0.05577,-0.029025,-0.000101,0.248493,-2.602632,3.35835,-7.126825,-11.824,0,-0.350145,-0.027164,-0.160189,5.621086,-0.053547,-0.035613,-0.016127,-0.031235,-0.578171,4.136524,-1.355975,-3.212142,18.177214,0,-0.339816,0.15449,-0.433504,0.082384,0.038824,-0.0175,-0.034423,-0.015723,-5.004644,7.110538,1.140919,-1.83692,-6.082268,0,-0.173109,-0.244473,0.022489,0.045771,-0.032539,-0.020519,-0.059775,-0.037799,4.956032,-19.86953,-10.503312,-1.495644,0.529558,0,-0.144002,0.183294,-0.234835,0.147034,-0.015931,-0.046035,-0.078124,-0.01681,10.151178,-3.847562,0.524036,-3.31253,8.502812,27.895048
06-03-2024 14:00,n,0,-0.856913,-1.537037,-9.542934,-1.63106,-0.003697,-0.027833,-0.01088,-0.029008,-13.315942,0.219621,78.464408,6.423544,1.442096,0,0.44142,-0.07774,-0.045623,-0.053627,0.015692,-0.012191,-0.039915,0.056949,4.061261,-5.623778,-7.562858,4.364659,-2.555253,0,0.105758,0.040949,0.134327,-0.13209,-0.037524,-0.010652,-0.02567,-0.02491,-2.843722,4.898906,49.289364,0.56682,-1.745864,0,-0.044014,-0.328184,0.166203,-0.068443,-0.018025,-0.027088,-0.00359,-0.042111,1.357208,-19.212888,-4.517283,12.35948,-5.158626,0,-0.233315,-0.321335,-0.097194,-0.199778,-0.016511,0.031567,-0.000697,-0.170823,0.061074,6.934224,-4.152071,0.076991,56.97758,0,0.167284,0.055759,0.147816,0.060999,-0.004056,0.043202,-0.029025,-0.018753,0.50192,-2.11379,3.904812,-7.09894,-11.601418,0,-0.34724,-0.031717,-0.160794,5.635058,-0.053163,-0.048168,-0.010341,-0.042704,-0.654915,3.322446,-1.512177,-2.355867,18.48049,0,-0.339816,0.178522,-0.433504,0.1259,0.019482,-0.014229,-0.042046,-0.027086,-5.000202,7.826157,1.146101,-2.576722,-6.41244,0,-0.166555,-0.225473,0.035501,0.052841,-0.032728,-0.013775,-0.05519,-0.043877,5.234382,-19.439664,-10.411516,-1.480838,0.576937,0,-0.14758,0.145674,-0.233071,0.124035,-0.015193,-0.034054,-0.065941,-0.011159,12.305192,-3.58303,0.348531,-4.309784,8.99859,28.163502
06-03-2024 15:00,n,0,-0.818819,-1.502235,-9.51885,-1.597469,-0.004607,-0.025972,-0.006017,-0.015837,-13.48769,0.546338,76.168256,6.425271,2.210276,0,0.446193,-0.074213,-0.044447,-0.051243,0.027935,0.000169,-0.030857,0.043815,3.61585,-3.735531,-8.631104,4.481749,-2.562903,0,0.094014,0.023716,0.134327,-0.133301,-0.030699,0.014031,-0.026421,-0.024171,-3.575874,4.91914,55.989532,0.551273,-2.949831,0,-0.042839,-0.328184,0.156966,-0.062494,-0.018385,-0.020967,0.009307,-0.023014,-0.12585,-19.001904,-4.43585,13.088672,-4.947148,0,-0.21744,-0.310902,-0.090121,-0.196442,-0.022724,0.018756,-0.007899,-0.164964,0.824689,7.697839,-3.856199,0.296118,59.0509,0,0.173172,0.058146,0.149065,0.063385,-0.0173,0.044679,-0.035329,0.005307,0.50192,-1.827789,4.383413,-6.838109,-11.703578,0,-0.350734,-0.02343,-0.159601,5.626929,-0.046779,-0.041503,-0.01053,-0.036582,-0.641343,3.094682,-0.626537,-2.228536,18.213736,0,-0.338035,0.176394,-0.432933,0.090332,0.032507,-0.005501,-0.042046,-0.015368,-4.128874,8.101053,1.634572,-3.782416,-6.179246,0,-0.167161,-0.229111,0.028804,0.052427,-0.039039,-0.008129,-0.054824,-0.039408,5.263131,-19.008814,-10.26395,-1.201006,0.220855,0,-0.141632,0.166471,-0.232484,0.124346,-0.016316,-0.046225,-0.060039,-0.011525,13.219456,-3.594381,1.396106,-4.015789,9.130714,28.39112
06-03-2024 16:00,n,0,-0.845777,-1.534555,-9.554104,-1.635469,0.007819,-0.027833,-0.015745,-0.022795,-12.724198,-0.272429,78.692664,6.433415,1.56227,0,0.446193,-0.073002,-0.046211,-0.053627,0.02918,0.000919,-0.040091,0.044382,4.135537,-3.539106,-8.01814,4.656212,-3.286172,0,0.091871,0.029869,0.139669,-0.126177,-0.031456,-0.004213,-0.026042,-0.018665,-3.503078,5.197614,59.519508,0.893783,-2.912076,0,-0.036304,-0.588959,0.162263,-0.051844,-0.018574,-0.033583,0.008251,-0.035556,0.47675,-20.011914,-3.867303,13.631062,-4.779101,0,-0.231994,-0.321264,-0.097194,-0.199184,-0.035352,0.020056,-0.018238,-0.150407,1.044927,7.918077,-4.027207,-0.554728,59.883488,0,0.161217,0.060532,0.162342,0.064562,-0.00444,0.050228,-0.035867,-0.018942,1.27849,-1.154367,4.598222,-6.997026,-11.158228,0,-0.337852,-0.042854,-0.161365,5.659575,-0.052791,-0.061052,-0.02339,-0.03104,-0.690942,2.842241,-0.761024,-1.553387,18.61152,0,-0.336254,0.182062,-0.431135,0.109724,0.037707,-0.005311,-0.029393,-0.028485,-4.136278,6.347294,2.327119,-3.34046,-5.637597,0,-0.168354,-0.233986,0.030431,0.055405,-0.051088,-0.01159,-0.048952,-0.037974,5.373805,-19.207212,-10.149944,-1.246904,0.983606,0,-0.141045,0.161016,-0.230702,0.125978,-0.028804,-0.026968,-0.053027,-0.010975,13.64784,-3.77526,0.885952,-4.786721,8.988674,28.57596
06-03-2024 17:00,n,0,-0.849304,-1.516405,-9.54999,-1.60564,0.001789,-0.035073,-0.004704,-0.016203,-13.807498,-0.169281,80.706272,6.734468,2.40448,0,0.447385,-0.070616,-0.044447,-0.051243,0.035742,-0.01125,-0.033756,0.050003,4.361081,-4.184643,-7.663539,5.029814,-2.992028,0,0.093969,0.03685,0.143232,-0.129704,-0.025017,0.001691,-0.014623,-0.013161,-4.40155,5.299158,61.893144,1.641482,-2.973273,0,-0.037496,-0.593695,0.15128,-0.045929,-0.018385,-0.033772,-0.004651,-0.036496,1.902313,-26.03471,-2.99795,12.1596,-3.936151,0,-0.21379,-0.307236,-0.081267,-0.195625,-0.016322,0.031195,0.004473,-0.164579,1.641605,8.514756,-3.84164,-0.960657,60.48066,0,0.176137,0.059355,0.128273,0.068123,-0.011062,0.036544,-0.022909,-0.018381,1.731551,-1.042089,4.83524,-6.970869,-11.453852,0,-0.334912,-0.048687,-0.164339,5.661925,-0.053547,-0.035417,-0.028438,-0.025505,-0.168541,2.789433,-0.599146,-0.965345,19.476678,0,-0.333885,0.191111,-0.432328,0.111511,0.03789,0.009783,-0.02921,-0.021668,-2.687519,8.307102,1.520444,-3.55712,-5.534202,0,-0.167161,-0.233624,0.027293,0.051661,-0.033473,-0.003576,-0.06766,-0.033507,5.51187,-18.983148,-10.108982,-1.373001,0.895017,0,-0.142808,0.134672,-0.230115,0.091581,-0.022651,-0.045859,-0.07849,-0.021559,14.195906,-3.900864,1.664321,-3.822436,9.250196,28.705616
06-03-2024 18:00,n,0,-0.802427,-1.478945,-9.527668,-1.584801,-0.015941,-0.027461,-0.017241,-0.028099,-12.991692,0.783233,82.231032,6.977532,2.518732,0,0.447385,-0.071827,-0.042648,-0.047714,0.031305,-0.010879,-0.046073,0.063133,4.707539,-3.726894,-8.61161,5.096564,-2.39609,0,0.074979,0.024778,0.152136,-0.127317,-0.030699,-0.016908,-0.02548,-0.011696,-4.015116,6.433785,62.192716,1.441355,-2.174988,0,-0.035128,-0.590134,0.152495,-0.042368,-0.025111,-0.020778,0.015142,-0.04155,2.784251,-32.488358,-3.160321,11.653732,-2.29615,0,-0.231772,-0.316259,-0.079487,-0.196293,-0.02309,0.032495,0.000408,-0.176683,1.597681,8.470832,-4.522959,-0.736347,92.544336,0,0.161528,0.062883,0.145922,0.066914,-0.022409,0.043385,-0.041445,-0.000467,1.854193,-1.174355,5.143943,-6.928672,-11.641394,0,-0.341949,-0.034334,-0.17027,5.6409,-0.05298,-0.048363,-0.016316,-0.030467,-0.183593,3.098383,-0.362745,-0.840976,19.291604,0,-0.332087,0.194258,-0.435303,0.115246,0.025805,-0.006038,-0.028838,-0.009772,-2.862723,8.941288,2.987339,-4.396862,-5.537164,0,-0.169529,-0.256493,0.012794,0.043499,-0.044416,-0.021251,-0.053909,-0.025817,5.680411,-18.83509,-10.509234,-1.349312,1.012724,0,-0.135114,0.164101,-0.234835,0.127689,-0.015748,-0.058401,-0.065758,-0.010426,13.769496,-3.251131,1.710429,-3.470435,8.143375,28.776156
06-03-2024 19:00,n,0,-0.848699,-1.534863,-9.565258,-1.633038,-0.009728,-0.040449,-0.005827,-0.029381,-13.652036,1.134133,84.32632,6.649334,2.143402,0,0.444411,-0.07774,-0.049184,-0.060787,0.04602,-0.018557,-0.04625,0.056949,4.530361,-3.648423,-7.32399,5.060413,-2.306761,0,0.090577,0.042847,0.154523,-0.130915,-0.031645,-0.010827,-0.026042,-0.012984,-3.046563,5.722114,58.803148,1.547958,-2.091581,0,-0.036908,-0.597221,0.150587,-0.044754,-0.018208,-0.027833,0.008251,-0.055594,4.195748,-37.432792,-3.194128,11.607586,-0.629251,0,-0.226372,-0.30562,-0.068265,-0.188732,-0.016139,0.025446,-0.01344,-0.164396,1.307238,8.180389,-4.788478,-0.986567,96.025696,0,0.171711,0.053406,0.118784,0.060999,-0.010867,0.054664,-0.02363,-0.006253,1.625442,-1.306375,4.98552,-7.163099,-11.55996,0,-0.34546,-0.030226,-0.174403,5.639759,-0.053547,-0.035796,-0.010908,-0.025309,-0.780765,3.6082,-0.608276,-1.352026,19.423132,0,-0.333281,0.174191,-0.438847,0.085268,0.032135,0.005052,-0.034978,-0.034436,-2.155,9.436794,3.164393,-5.063128,-6.189857,0,-0.162993,-0.237627,0.015432,0.045567,-0.032911,-0.008489,-0.07261,-0.032786,5.746667,-18.823246,-11.216464,-1.352273,1.151653,0,-0.141632,0.132216,-0.239573,0.091267,-0.02209,-0.027694,-0.05949,-0.016451,13.980726,-3.864096,2.183647,-3.585207,9.222928,28.763722
06-03-2024 20:00,n,0,-0.837563,-1.509119,-9.545876,-1.599075,0.001789,-0.033583,-0.011436,-0.02736,-14.03008,0.221348,87.433832,6.684622,2.623361,0,0.440849,-0.084864,-0.054544,-0.066698,0.056665,0.01945,-0.038822,0.0637,4.25966,-3.539106,-9.06319,5.159613,-2.793382,0,0.080524,0.026831,0.155093,-0.139214,-0.029949,-0.00332,-0.03878,-0.018855,-4.081249,5.925078,56.071212,1.510943,-2.983637,0,-0.040453,-0.604345,0.138886,-0.050669,-0.024208,-0.020967,-0.002533,-0.036496,5.515695,-40.82458,-3.202765,9.210756,-1.248138,0,-0.220503,-0.30583,-0.077724,-0.192215,-0.021992,0.012622,-0.013257,-0.176872,1.097488,7.970638,-4.578974,-0.500686,82.34208,0,0.168525,0.04867,0.111851,0.056192,-0.0173,0.043013,-0.010861,-0.007376,1.957341,-0.991502,4.931232,-7.08907,-11.454838,0,-0.335518,-0.043978,-0.17914,5.643252,-0.053358,-0.047789,-0.022462,-0.024539,-0.015053,4.103211,-0.321535,-1.860856,19.43004,0,-0.333281,0.194887,-0.444207,0.115946,0.025805,-0.013497,-0.035723,-0.027086,-2.239641,10.09615,2.480977,-5.182315,-5.696574,0,-0.168354,-0.257515,0.006467,0.042881,-0.044233,-0.008489,-0.064907,-0.037255,5.681398,-18.599182,-10.843848,-1.304647,1.59583,0,-0.13807,0.147966,-0.241941,0.109646,-0.015748,-0.034054,-0.058745,-0.003865,13.283368,-3.301471,1.405774,-4.125107,9.017428,28.57596
06-03-2024 21:00,n,0,-0.871574,-1.537657,-9.57935,-1.631672,-0.00443,-0.027272,-0.006017,-0.022606,-13.038578,-0.114993,84.360864,6.862539,1.504034,0,0.437859,-0.090813,-0.052781,-0.065523,0.058611,-0.006386,-0.033933,0.06857,4.30778,-3.801911,-8.910442,5.03697,-3.038419,0,0.081642,0.037912,0.153934,-0.14402,-0.019707,-0.003852,-0.039146,-0.006007,-6.54051,5.721497,57.501708,2.031617,-3.023614,0,-0.044014,-0.607908,0.155926,-0.055407,-0.025294,-0.033772,0.002239,-0.036679,4.542453,-43.266816,-2.6051,6.868461,-2.517251,0,-0.232543,-0.310761,-0.080663,-0.190882,-0.028766,0.032122,-0.01363,-0.171201,1.618656,8.491806,-4.640666,-0.221842,63.689592,0,0.14654,0.045073,0.130146,0.05028,-0.01976,0.048568,-0.023263,-0.013529,1.445057,-1.104768,5.057082,-7.161865,-11.78501,0,-0.343125,-0.038368,-0.18566,5.636265,-0.072151,-0.048741,-0.021534,-0.025309,-0.448866,4.581442,-0.336834,-1.466279,20.175272,0,-0.338035,0.166708,-0.448339,0.13142,0.032135,-0.00113,-0.042974,-0.016419,-2.627309,9.89479,2.93996,-4.729995,-5.799968,0,-0.170117,-0.259192,0.006816,0.04529,-0.051277,-0.032915,-0.060507,-0.032611,5.88757,-19.103076,-11.791426,-1.367572,1.548945,0,-0.135684,0.180294,-0.251416,0.14517,0.001958,-0.040774,-0.053027,-0.004042,979.80416,-3.868537,1.910474,-4.857865,9.258872,28.30901
06-03-2024 22:00,n,0,-0.853384,-1.52385,-9.572882,-1.630301,-0.003514,-0.028016,-0.012187,-0.017118,-14.567534,1.022101,99.061896,7.280066,2.169806,0,0.437859,-0.086073,-0.052176,-0.064314,0.04602,0.000352,-0.04625,0.062943,4.937278,-4.575026,-9.547098,5.117293,-2.961182,0,0.080568,0.037155,0.15926,-0.136829,-0.031645,-0.016015,-0.03878,-0.024544,-7.704748,6.133718,62.024664,1.914898,-2.019773,0,-0.041646,-0.603169,0.154783,-0.049492,-0.024385,-0.027461,0.002239,-0.03013,5.812553,-45.25574,-2.593749,4.729007,-1.76141,0,-0.229718,-0.313015,-0.077119,-0.190735,-0.022541,0.012812,-0.006983,-0.177629,1.9471,8.820252,-5.236357,-0.239115,68.447712,0,0.162458,0.04867,0.097345,0.056192,-0.024301,0.055587,-0.022006,-0.007938,1.928963,-0.4005,5.086324,-7.134968,-12.322466,0,-0.341379,-0.037622,-0.186817,5.633915,-0.05373,-0.042266,-0.017427,-0.037925,-0.226037,5.059673,-0.418514,-2.143155,19.911234,0,-0.332675,0.184109,-0.447752,0.122478,0.03139,-0.002406,-0.030138,-0.015894,-2.183378,9.88171,2.845819,-4.70211,-6.241678,0,-0.162993,-0.237263,0.011047,0.054644,-0.044966,-0.026537,-0.043087,-0.039042,5.970607,-18.898756,-11.648796,-1.441355,2.591281,0,-0.135684,0.146385,-0.250812,0.104586,-0.02339,-0.015341,-0.059301,-0.005324,12.18255,-3.374267,1.905516,-5.190779,8.617832,28.12399
